"","observation_num","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
"1488",1488,42,"Private",180032,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1489",1489,43,"Self-emp-not-inc",396758,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,70,"United-States",">50K"
"1490",1490,25,"Local-gov",90730,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
"1491",1491,39,"Private",91711,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1492",1492,26,"Private",236242,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"1493",1493,48,"Federal-gov",205707,"Masters",14,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",10520,0,50,"United-States",">50K"
"1494",1494,45,"Local-gov",236586,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,55,"United-States",">50K"
"1495",1495,40,"Private",287983,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",0,2258,48,"Philippines","<=50K"
"1496",1496,51,"Private",332243,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"1497",1497,64,"State-gov",211222,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"1498",1498,32,"Private",295117,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"England",">50K"
"1499",1499,28,"Local-gov",191177,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,20,"United-States",">50K"
"1500",1500,37,"Self-emp-not-inc",154410,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1501",1501,27,"Private",135308,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"1502",1502,30,"Private",162623,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1503",1503,39,"Self-emp-inc",186934,"Bachelors",13,"Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1504",1504,24,"Private",113466,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1505",1505,79,"Private",120707,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,35,"El-Salvador",">50K"
"1506",1506,27,"Private",269354,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,25,"?","<=50K"
"1507",1507,40,"Private",224232,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"1508",1508,71,"Self-emp-not-inc",163293,"Prof-school",15,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,2,"United-States","<=50K"
"1509",1509,50,"Private",178530,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"1510",1510,43,"Private",163215,"Bachelors",13,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"?",">50K"
"1511",1511,37,"Self-emp-not-inc",415847,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1512",1512,28,"Private",119793,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1513",1513,40,"Private",146520,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1514",1514,35,"Federal-gov",287031,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"1515",1515,41,"Private",143046,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1516",1516,84,"Self-emp-not-inc",155057,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"United-States","<=50K"
"1517",1517,41,"Private",152292,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"1518",1518,54,"Self-emp-not-inc",163815,"Masters",14,"Divorced","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"1519",1519,52,"Local-gov",74784,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"1520",1520,52,"Private",347519,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
"1521",1521,90,"Self-emp-not-inc",155981,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",10566,0,50,"United-States","<=50K"
"1522",1522,67,"Private",195161,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,60,"United-States",">50K"
"1523",1523,32,"Private",116539,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,55,"United-States",">50K"
"1524",1524,24,"Private",325596,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States","<=50K"
"1525",1525,43,"Private",187322,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"1526",1526,23,"Private",193949,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,60,"United-States","<=50K"
"1527",1527,27,"Private",704108,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"1528",1528,42,"Self-emp-not-inc",206066,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,65,"United-States","<=50K"
"1529",1529,24,"Private",86745,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"1530",1530,70,"Self-emp-not-inc",172370,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States","<=50K"
"1531",1531,59,"Private",171355,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1532",1532,40,"Self-emp-inc",157240,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,30,"Iran",">50K"
"1533",1533,43,"Private",102180,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1534",1534,58,"State-gov",194068,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
"1535",1535,41,"Private",42563,"Bachelors",13,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,25,"United-States",">50K"
"1536",1536,50,"Private",279129,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States",">50K"
"1537",1537,40,"Private",146653,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"1538",1538,29,"Private",221366,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,40,"Germany","<=50K"
"1539",1539,39,"Private",126675,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"1540",1540,24,"Private",211527,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"1541",1541,66,"Private",127139,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1542",1542,36,"Private",297449,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
"1543",1543,42,"Local-gov",117227,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"1544",1544,31,"Private",269654,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
"1545",1545,24,"Private",163053,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1546",1546,50,"Local-gov",145166,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States",">50K"
"1547",1547,49,"Self-emp-not-inc",204241,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"1548",1548,75,"State-gov",113868,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,20,"United-States",">50K"
"1549",1549,51,"Private",86373,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,25,"United-States","<=50K"
"1550",1550,44,"Private",103233,"Bachelors",13,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"1551",1551,27,"Private",159724,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1552",1552,30,"Private",179112,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Male",0,0,40,"?","<=50K"
"1553",1553,48,"Self-emp-inc",155664,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"1554",1554,61,"Private",230568,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"1555",1555,46,"Self-emp-inc",191978,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2392,50,"United-States",">50K"
"1556",1556,64,"Private",149044,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,2057,60,"China","<=50K"
"1557",1557,41,"State-gov",47170,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Amer-Indian-Eskimo","Female",0,0,48,"United-States",">50K"
"1558",1558,24,"Federal-gov",215115,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"?","<=50K"
"1559",1559,38,"Private",176101,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"1560",1560,22,"Federal-gov",471452,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Male",0,0,8,"United-States","<=50K"
"1561",1561,55,"Private",147653,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,73,"United-States","<=50K"
"1562",1562,26,"Private",174921,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1563",1563,37,"Private",305597,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"1564",1564,34,"Private",50276,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",27828,0,40,"United-States",">50K"
"1565",1565,30,"Private",177216,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,1740,40,"Haiti","<=50K"
"1566",1566,41,"Private",280167,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,70,"United-States",">50K"
"1567",1567,29,"State-gov",191355,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1568",1568,28,"Private",338376,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1569",1569,42,"Federal-gov",170230,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",14084,0,60,"United-States",">50K"
"1570",1570,55,"Private",163083,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1571",1571,25,"Private",181528,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
"1572",1572,52,"Self-emp-inc",173754,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,60,"United-States",">50K"
"1573",1573,34,"Private",204470,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"1574",1574,22,"Private",117363,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"1575",1575,24,"Private",190143,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"1576",1576,41,"Local-gov",210259,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"1577",1577,39,"Private",49308,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1578",1578,26,"Private",192262,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,45,"United-States","<=50K"
"1579",1579,49,"Local-gov",192349,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",4650,0,40,"United-States","<=50K"
"1580",1580,37,"Self-emp-not-inc",48063,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"1581",1581,57,"Local-gov",215175,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
"1582",1582,28,"Private",114967,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1583",1583,29,"Private",464536,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"1584",1584,50,"Self-emp-inc",321822,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,75,"United-States",">50K"
"1585",1585,31,"Local-gov",356689,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"1586",1586,37,"Private",308691,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
"1587",1587,39,"Private",194404,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,"United-States",">50K"
"1588",1588,37,"Private",147638,"Bachelors",13,"Separated","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,36,"Philippines","<=50K"
"1589",1589,37,"Self-emp-not-inc",188774,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,55,"United-States",">50K"
"1590",1590,29,"Private",280344,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"1591",1591,45,"Private",202496,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,37,"United-States","<=50K"
"1592",1592,51,"Self-emp-not-inc",165001,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Male",25236,0,50,"United-States",">50K"
"1593",1593,49,"Self-emp-inc",362795,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Male",99999,0,80,"Mexico",">50K"
"1594",1594,63,"Self-emp-not-inc",125178,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1595",1595,35,"Private",188069,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",13550,0,55,"?",">50K"
"1596",1596,23,"State-gov",156423,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States","<=50K"
"1597",1597,28,"Private",176972,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
"1598",1598,28,"State-gov",158834,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"1599",1599,30,"?",203834,"Bachelors",13,"Never-married","?","Not-in-family","Asian-Pac-Islander","Female",0,0,50,"Taiwan","<=50K"
"1600",1600,43,"Local-gov",260696,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"1601",1601,55,"Private",116878,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,30,"United-States",">50K"
"1602",1602,26,"State-gov",203279,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",2463,0,50,"India","<=50K"
"1603",1603,26,"Private",167761,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"1604",1604,26,"Private",165510,"Bachelors",13,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
"1605",1605,42,"Self-emp-inc",119281,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"1606",1606,39,"Private",211440,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"1607",1607,33,"Private",111567,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"Germany",">50K"
"1608",1608,39,"Private",192702,"Masters",14,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"1609",1609,45,"Self-emp-inc",191776,"Masters",14,"Divorced","Sales","Unmarried","White","Female",25236,0,42,"United-States",">50K"
"1610",1610,39,"Private",179668,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",15024,0,40,"United-States",">50K"
"1611",1611,33,"Private",198660,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"1612",1612,38,"Private",314310,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"1613",1613,37,"Private",259785,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"1614",1614,45,"Private",127111,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"1615",1615,34,"Private",177675,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"1616",1616,39,"Private",182828,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"1617",1617,56,"Self-emp-inc",70720,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",27828,0,60,"United-States",">50K"
"1618",1618,57,"Private",182677,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",4508,0,40,"South","<=50K"
"1619",1619,33,"Private",209768,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1620",1620,24,"Private",258120,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"Jamaica","<=50K"
"1621",1621,46,"Federal-gov",43206,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1564,50,"United-States",">50K"
"1622",1622,43,"Self-emp-inc",221172,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
"1623",1623,43,"Private",178417,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1624",1624,52,"State-gov",338816,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,70,"United-States",">50K"
"1625",1625,43,"Private",124692,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"1626",1626,31,"State-gov",181824,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,35,"United-States",">50K"
"1627",1627,36,"Private",263130,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1628",1628,31,"Private",37546,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,35,"United-States",">50K"
"1629",1629,25,"Private",310864,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Black","Male",0,0,40,"?","<=50K"
"1630",1630,41,"Private",128354,"Bachelors",13,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,25,"United-States",">50K"
"1631",1631,26,"Private",391349,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1632",1632,42,"Private",273230,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,90,"United-States","<=50K"
"1633",1633,36,"Private",96452,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"1634",1634,57,"Private",375868,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"1635",1635,35,"Local-gov",33975,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1636",1636,46,"Self-emp-inc",214627,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"1637",1637,25,"State-gov",120041,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1638",1638,48,"Private",205424,"Bachelors",13,"Divorced","Sales","Unmarried","White","Male",0,0,40,"United-States",">50K"
"1639",1639,61,"Private",176839,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States",">50K"
"1640",1640,28,"Private",32291,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",2174,0,40,"United-States","<=50K"
"1641",1641,31,"Private",345122,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Male",14084,0,50,"United-States",">50K"
"1642",1642,28,"Private",30070,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"1643",1643,44,"State-gov",111483,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1644",1644,39,"Private",49020,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
"1645",1645,75,"Self-emp-not-inc",146576,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Male",0,0,48,"United-States",">50K"
"1646",1646,34,"Private",454508,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,65,"Iran","<=50K"
"1647",1647,54,"Self-emp-not-inc",269068,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",99999,0,50,"Philippines",">50K"
"1648",1648,61,"?",198542,"Bachelors",13,"Divorced","?","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1649",1649,44,"Local-gov",60735,"Bachelors",13,"Divorced","Prof-specialty","Own-child","White","Female",0,0,60,"United-States","<=50K"
"1650",1650,47,"Self-emp-not-inc",121124,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"1651",1651,44,"Private",104196,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"1652",1652,33,"Local-gov",173005,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1848,45,"United-States",">50K"
"1653",1653,28,"Private",192591,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"1654",1654,31,"Private",155781,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"1655",1655,22,"Private",113062,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,7,"United-States","<=50K"
"1656",1656,67,"Private",217028,"Masters",14,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"1657",1657,23,"Private",179423,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,5,"United-States","<=50K"
"1658",1658,33,"Local-gov",115488,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"1659",1659,40,"Private",264663,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,60,"United-States","<=50K"
"1660",1660,47,"Local-gov",321851,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
"1661",1661,35,"Private",125933,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
"1662",1662,45,"Private",125489,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"1663",1663,28,"Private",209205,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"1664",1664,39,"Local-gov",178100,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"1665",1665,25,"Private",254746,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
"1666",1666,45,"Private",189564,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,42,"United-States",">50K"
"1667",1667,37,"Federal-gov",325538,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"?",">50K"
"1668",1668,45,"Private",117310,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,46,"United-States","<=50K"
"1669",1669,46,"Private",360096,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",">50K"
"1670",1670,30,"Private",170154,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"1671",1671,35,"Private",337286,"Masters",14,"Never-married","Exec-managerial","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
"1672",1672,32,"Private",100135,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Female",0,0,32,"United-States","<=50K"
"1673",1673,43,"Local-gov",180096,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"1674",1674,41,"Federal-gov",564135,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"1675",1675,33,"Private",222654,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"1676",1676,42,"Private",132222,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,60,"United-States","<=50K"
"1677",1677,39,"Private",202027,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"1678",1678,44,"Private",152629,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",3103,0,40,"United-States",">50K"
"1679",1679,48,"Private",138970,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"1680",1680,39,"Private",269722,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
"1681",1681,54,"State-gov",197184,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United-States","<=50K"
"1682",1682,48,"Local-gov",85341,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"1683",1683,30,"Private",186932,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
"1684",1684,38,"Private",229180,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,40,"Cuba","<=50K"
"1685",1685,24,"Private",284317,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K"
"1686",1686,27,"Private",47907,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
"1687",1687,38,"Private",119177,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
